virus,reference,hi
EPI686908,EPI1853200,0.0
EPI686908,EPI466628,0.0
EPI686908,EPI498431,0.0
EPI686908,EPI466626,0.0
EPI686908,EPI687827,0.0
EPI697240,EPI1161425,0.687804878048782
EPI697240,EPI617718,0.687804878048782
EPI709614,EPI1161425,1.0211382113821152
EPI709614,EPI617718,1.0211382113821152
EPI697746,EPI1161425,0.687804878048782
EPI697746,EPI617718,0.687804878048782
EPI697240,EPI2079749,3.8290598290598314
EPI709614,EPI2079749,3.8290598290598314
EPI697746,EPI2079749,3.8290598290598314
EPI697240,EPI319590,1.38826815642458
EPI709614,EPI319590,1.5549348230912468
EPI697746,EPI319590,1.38826815642458
EPI697240,EPI309633,2.0197368421052655
EPI709614,EPI309633,1.8530701754385988
EPI697746,EPI309633,2.0197368421052655
EPI697240,EPI316435,1.6472868217054248
EPI709614,EPI316435,1.480620155038758
EPI697746,EPI316435,1.6472868217054248
EPI697240,EPI390473,0.4127906976744171
EPI697240,EPI1853200,0.4127906976744171
EPI709614,EPI390473,0.4127906976744171
EPI709614,EPI1853200,0.4127906976744171
EPI697746,EPI390473,0.4127906976744171
EPI697746,EPI1853200,0.4127906976744171
EPI697240,EPI466628,1.1692913385826778
EPI697240,EPI498431,1.1692913385826778
EPI697240,EPI466626,1.1692913385826778
EPI709614,EPI466628,1.002624671916011
EPI709614,EPI498431,1.002624671916011
EPI709614,EPI466626,1.002624671916011
EPI697746,EPI466628,1.1692913385826778
EPI697746,EPI498431,1.1692913385826778
EPI697746,EPI466626,1.1692913385826778
EPI697240,EPI687827,0.3088235294117645
EPI709614,EPI687827,0.3088235294117645
EPI697746,EPI687827,0.3088235294117645
EPI697240,EPI642552,0.35616438356164437
EPI709614,EPI642552,0.6894977168949777
EPI697746,EPI642552,0.35616438356164437
EPI696534,EPI1161425,0.687804878048782
EPI696534,EPI617718,0.687804878048782
EPI696534,EPI2079749,3.8290598290598314
EPI696534,EPI319590,0.88826815642458
EPI696534,EPI309633,1.5197368421052655
EPI696534,EPI316435,1.1472868217054248
EPI696534,EPI390473,0.4127906976744171
EPI696534,EPI1853200,0.4127906976744171
EPI696534,EPI466628,0.6692913385826778
EPI696534,EPI498431,0.6692913385826778
EPI696534,EPI466626,0.6692913385826778
EPI697689,EPI1161425,0.0
EPI697689,EPI617718,0.0
EPI697689,EPI2079749,2.3290598290598314
EPI697689,EPI319590,0.0
EPI697689,EPI309633,0.25986842105263275
EPI697689,EPI316435,0.14728682170542484
EPI697689,EPI390473,0.0
EPI697689,EPI1853200,0.0
EPI697689,EPI466628,0.0
EPI697689,EPI498431,0.0
EPI697689,EPI466626,0.0
EPI697695,EPI1161425,0.687804878048782
EPI697695,EPI617718,0.687804878048782
EPI697695,EPI2079749,3.8290598290598314
EPI697695,EPI319590,0.88826815642458
EPI697695,EPI309633,1.5197368421052655
EPI697695,EPI316435,2.147286821705425
EPI697695,EPI390473,0.4127906976744171
EPI697695,EPI1853200,0.4127906976744171
EPI697695,EPI466628,0.6692913385826778
EPI697695,EPI498431,0.6692913385826778
EPI697695,EPI466626,0.6692913385826778
EPI696710,EPI1161425,0.0
EPI696710,EPI617718,0.0
EPI696710,EPI2079749,2.8290598290598314
EPI696710,EPI319590,0.0
EPI696710,EPI309633,0.5197368421052655
EPI696710,EPI316435,0.14728682170542484
EPI696710,EPI390473,0.0
EPI696710,EPI1853200,0.0
EPI696710,EPI466628,0.0
EPI696710,EPI498431,0.0
EPI696710,EPI466626,0.0
EPI642552,EPI685579,0.0
EPI642552,EPI643276,0.0
EPI642552,EPI859651,0.0
EPI642552,EPI1381204,0.0
EPI642552,EPI668427,0.0
EPI642552,EPI642552,0.23744292237442957
EPI642552,EPI724872,0.0
EPI642552,EPI706976,0.0
EPI697727,EPI1161425,1.343902439024391
EPI697727,EPI617718,1.343902439024391
EPI697727,EPI2079749,3.8290598290598314
EPI697727,EPI319590,1.88826815642458
EPI697727,EPI309633,2.0197368421052655
EPI697727,EPI316435,1.6472868217054248
EPI697727,EPI390473,0.7063953488372086
EPI697727,EPI1853200,0.7063953488372086
EPI697727,EPI466628,0.8346456692913389
EPI697727,EPI498431,0.8346456692913389
EPI697727,EPI466626,0.8346456692913389
EPI697731,EPI1161425,1.687804878048782
EPI697731,EPI617718,1.687804878048782
EPI697731,EPI2079749,3.8290598290598314
EPI697731,EPI319590,0.88826815642458
EPI697731,EPI309633,1.5197368421052655
EPI697731,EPI316435,2.147286821705425
EPI697731,EPI390473,0.4127906976744171
EPI697731,EPI1853200,0.4127906976744171
EPI697731,EPI466628,0.6692913385826778
EPI697731,EPI498431,0.6692913385826778
EPI697731,EPI466626,0.6692913385826778
EPI697750,EPI1161425,0.0
EPI697750,EPI617718,0.0
EPI697750,EPI2079749,2.8290598290598314
EPI697750,EPI319590,0.0
EPI697750,EPI309633,0.5197368421052655
EPI697750,EPI316435,0.14728682170542484
EPI697750,EPI390473,0.0
EPI697750,EPI1853200,0.0
EPI697750,EPI466628,0.0
EPI697750,EPI498431,0.0
EPI697750,EPI466626,0.0
EPI706868,EPI1161425,0.0
EPI706868,EPI617718,0.0
EPI706868,EPI2079749,2.4290598290598315
EPI706868,EPI319590,0.0
EPI706868,EPI309633,0.3118421052631593
EPI706868,EPI316435,0.14728682170542484
EPI706868,EPI390473,0.0
EPI706868,EPI1853200,0.0
EPI706868,EPI466628,0.0
EPI706868,EPI498431,0.0
EPI706868,EPI466626,0.0
EPI697738,EPI1161425,0.343902439024391
EPI697738,EPI617718,0.343902439024391
EPI697738,EPI2079749,3.3290598290598314
EPI697738,EPI319590,0.44413407821229
EPI697738,EPI309633,1.0197368421052655
EPI697738,EPI316435,1.1472868217054248
EPI697738,EPI390473,0.0
EPI697738,EPI1853200,0.0
EPI697738,EPI466628,0.3346456692913389
EPI697738,EPI498431,0.3346456692913389
EPI697738,EPI466626,0.3346456692913389
EPI724872,EPI1161425,0.9502439024390256
EPI724872,EPI617718,0.9502439024390256
EPI724872,EPI2079749,3.2735042735042756
EPI724872,EPI319590,0.755307262569832
EPI724872,EPI309633,1.0157894736842124
EPI724872,EPI316435,0.9178294573643399
EPI724872,EPI390473,0.16511627906976684
EPI724872,EPI1853200,0.16511627906976684
EPI724872,EPI466628,0.5354330708661422
EPI724872,EPI498431,0.5354330708661422
EPI724872,EPI466626,0.5354330708661422
EPI724872,EPI687827,0.20588235294117632
EPI724872,EPI642552,0.9041095890410963
EPI724872,EPI724872,0.0
EPI697849,EPI1161425,0.0
EPI697849,EPI617718,0.0
EPI685483,EPI1161425,0.0
EPI685483,EPI617718,0.0
EPI697849,EPI2079749,2.8290598290598314
EPI685483,EPI2079749,2.3290598290598314
EPI697849,EPI319590,0.0
EPI685483,EPI319590,0.0
EPI697849,EPI309633,0.5197368421052655
EPI685483,EPI309633,0.25986842105263275
EPI697849,EPI316435,0.14728682170542484
EPI685483,EPI316435,0.07364341085271242
EPI697849,EPI390473,0.0
EPI697849,EPI1853200,0.0
EPI685483,EPI390473,0.0
EPI685483,EPI1853200,0.0
EPI697849,EPI466628,0.0
EPI697849,EPI498431,0.0
EPI697849,EPI466626,0.0
EPI685483,EPI466628,0.0
EPI685483,EPI498431,0.0
EPI685483,EPI466626,0.0
EPI694797,EPI1161425,0.0
EPI694797,EPI617718,0.0
EPI694797,EPI2079749,2.8290598290598314
EPI694797,EPI319590,0.0
EPI694797,EPI309633,0.5197368421052655
EPI694797,EPI316435,0.14728682170542484
EPI694797,EPI390473,0.0
EPI694797,EPI1853200,0.0
EPI694797,EPI466628,0.0
EPI694797,EPI498431,0.0
EPI694797,EPI466626,0.0
EPI694825,EPI1161425,0.0
EPI694825,EPI617718,0.0
EPI694825,EPI2079749,2.8290598290598314
EPI694825,EPI319590,0.0
EPI694825,EPI309633,0.5197368421052655
EPI694825,EPI316435,1.1472868217054248
EPI694825,EPI390473,0.0
EPI694825,EPI1853200,0.0
EPI694825,EPI466628,0.0
EPI694825,EPI498431,0.0
EPI694825,EPI466626,0.0
EPI694801,EPI1161425,0.687804878048782
EPI694801,EPI617718,0.687804878048782
EPI694801,EPI2079749,3.8290598290598314
EPI694801,EPI319590,0.88826815642458
EPI694801,EPI309633,1.5197368421052655
EPI694801,EPI316435,1.1472868217054248
EPI694801,EPI390473,0.0
EPI694801,EPI1853200,0.0
EPI694801,EPI466628,0.6692913385826778
EPI694801,EPI498431,0.6692913385826778
EPI694801,EPI466626,0.6692913385826778
EPI694807,EPI1161425,0.1719512195121955
EPI694807,EPI617718,0.1719512195121955
EPI694807,EPI2079749,2.8290598290598314
EPI694807,EPI319590,0.472067039106145
EPI694807,EPI309633,0.7697368421052655
EPI694807,EPI316435,0.39728682170542484
EPI694807,EPI390473,0.10319767441860428
EPI694807,EPI1853200,0.10319767441860428
EPI694807,EPI466628,0.16732283464566944
EPI694807,EPI498431,0.16732283464566944
EPI694807,EPI466626,0.16732283464566944
EPI694815,EPI1161425,0.0
EPI694815,EPI617718,0.0
EPI694815,EPI2079749,3.8290598290598314
EPI694815,EPI319590,0.0
EPI694815,EPI309633,1.5197368421052655
EPI694815,EPI316435,1.1472868217054248
EPI694815,EPI390473,0.0
EPI694815,EPI1853200,0.0
EPI694815,EPI466628,0.0
EPI694815,EPI498431,0.0
EPI694815,EPI466626,0.0
EPI697754,EPI1161425,0.0
EPI697754,EPI617718,0.0
EPI697754,EPI2079749,2.8290598290598314
EPI697754,EPI319590,0.0
EPI697754,EPI309633,0.5197368421052655
EPI697754,EPI316435,0.14728682170542484
EPI697754,EPI390473,0.0
EPI697754,EPI1853200,0.0
EPI697754,EPI466628,0.0
EPI697754,EPI498431,0.0
EPI697754,EPI466626,0.0
EPI694813,EPI1161425,0.22926829268292734
EPI694813,EPI617718,0.22926829268292734
EPI694813,EPI2079749,2.829059829059831
EPI694813,EPI319590,0.29608938547486
EPI694813,EPI309633,1.099780701754388
EPI694813,EPI316435,0.7894056847545207
EPI694813,EPI390473,0.06879844961240285
EPI694813,EPI1853200,0.06879844961240285
EPI694813,EPI466628,0.2230971128608926
EPI694813,EPI498431,0.2230971128608926
EPI694813,EPI466626,0.2230971128608926
EPI697752,EPI1161425,0.0
EPI697752,EPI617718,0.0
EPI697752,EPI2079749,2.8290598290598314
EPI697752,EPI319590,0.0
EPI697752,EPI309633,0.5197368421052655
EPI697752,EPI316435,0.14728682170542484
EPI697752,EPI390473,0.0
EPI697752,EPI1853200,0.0
EPI697752,EPI466628,0.0
EPI697752,EPI498431,0.0
EPI697752,EPI466626,0.0
EPI700112,EPI1161425,0.0
EPI700112,EPI617718,0.0
EPI700112,EPI2079749,2.8290598290598314
EPI700112,EPI319590,0.0
EPI700112,EPI309633,0.5197368421052655
EPI700112,EPI316435,0.14728682170542484
EPI700112,EPI390473,0.0
EPI700112,EPI1853200,0.0
EPI700112,EPI466628,0.0
EPI700112,EPI498431,0.0
EPI700112,EPI466626,0.0
EPI700141,EPI1161425,0.0
EPI700141,EPI617718,0.0
EPI700141,EPI2079749,2.8290598290598314
EPI700141,EPI319590,0.0
EPI700141,EPI309633,0.25986842105263275
EPI700141,EPI316435,0.5736434108527124
EPI700141,EPI390473,0.0
EPI700141,EPI1853200,0.0
EPI700141,EPI466628,0.0
EPI700141,EPI498431,0.0
EPI700141,EPI466626,0.0
EPI676515,EPI1161425,0.687804878048782
EPI676515,EPI617718,0.687804878048782
EPI676515,EPI2079749,3.8290598290598314
EPI676515,EPI319590,0.88826815642458
EPI676515,EPI309633,1.5197368421052655
EPI676515,EPI316435,1.1472868217054248
EPI676515,EPI390473,0.0
EPI676515,EPI1853200,0.0
EPI676515,EPI466628,0.6692913385826778
EPI676515,EPI498431,0.6692913385826778
EPI676515,EPI466626,0.6692913385826778
EPI579953,EPI1161425,2.687804878048782
EPI579953,EPI617718,2.687804878048782
EPI579953,EPI2079749,4.079059829059831
EPI579953,EPI319590,1.38826815642458
EPI579953,EPI309633,1.5197368421052655
EPI579953,EPI316435,2.147286821705425
EPI579953,EPI390473,0.9127906976744171
EPI579953,EPI1853200,0.9127906976744171
EPI579953,EPI466628,0.9192913385826778
EPI579953,EPI498431,0.9192913385826778
EPI579953,EPI466626,0.9192913385826778
EPI678191,EPI1161425,1.687804878048782
EPI678191,EPI617718,1.687804878048782
EPI678191,EPI2079749,2.8290598290598314
EPI678191,EPI319590,0.0
EPI678191,EPI309633,0.5197368421052655
EPI678191,EPI316435,0.14728682170542484
EPI678191,EPI390473,0.0
EPI678191,EPI1853200,0.0
EPI678191,EPI466628,0.0
EPI678191,EPI498431,0.0
EPI678191,EPI466626,0.0
EPI672534,EPI1161425,0.687804878048782
EPI672534,EPI617718,0.687804878048782
EPI672534,EPI2079749,3.8290598290598314
EPI672534,EPI319590,0.88826815642458
EPI672534,EPI309633,1.5197368421052655
EPI672534,EPI316435,1.1472868217054248
EPI672534,EPI390473,0.0
EPI672534,EPI1853200,0.0
EPI672534,EPI466628,0.6692913385826778
EPI672534,EPI498431,0.6692913385826778
EPI672534,EPI466626,0.6692913385826778
EPI574044,EPI1161425,0.4378048780487802
EPI574044,EPI617718,0.4378048780487802
EPI1604410,EPI1161425,0.4378048780487802
EPI1604410,EPI617718,0.4378048780487802
EPI756167,EPI1161425,0.4378048780487802
EPI756167,EPI617718,0.4378048780487802
EPI574044,EPI2079749,3.3290598290598297
EPI1604410,EPI2079749,3.3290598290598297
EPI756167,EPI2079749,3.3290598290598297
EPI574044,EPI319590,0.13826815642458
EPI1604410,EPI319590,0.13826815642458
EPI756167,EPI319590,0.13826815642458
EPI574044,EPI309633,1.0197368421052637
EPI1604410,EPI309633,1.0197368421052637
EPI756167,EPI309633,1.0197368421052637
EPI574044,EPI316435,0.8972868217054248
EPI1604410,EPI316435,0.8972868217054248
EPI756167,EPI316435,0.8972868217054248
EPI574044,EPI390473,0.0
EPI574044,EPI1853200,0.0
EPI1604410,EPI390473,0.0
EPI1604410,EPI1853200,0.0
EPI756167,EPI390473,0.0
EPI756167,EPI1853200,0.0
EPI574044,EPI466628,0.16929133858267775
EPI574044,EPI498431,0.16929133858267775
EPI574044,EPI466626,0.16929133858267775
EPI1604410,EPI466628,0.16929133858267775
EPI1604410,EPI498431,0.16929133858267775
EPI1604410,EPI466626,0.16929133858267775
EPI756167,EPI466628,0.16929133858267775
EPI756167,EPI498431,0.16929133858267775
EPI756167,EPI466626,0.16929133858267775
EPI574044,EPI687827,0.3088235294117645
EPI1604410,EPI687827,0.3088235294117645
EPI756167,EPI687827,0.3088235294117645
EPI574044,EPI642552,0.35616438356164437
EPI1604410,EPI642552,0.35616438356164437
EPI756167,EPI642552,0.35616438356164437
EPI649341,EPI1161425,1.687804878048782
EPI649341,EPI617718,1.687804878048782
EPI649341,EPI2079749,3.8290598290598314
EPI649341,EPI319590,0.88826815642458
EPI649341,EPI309633,1.5197368421052655
EPI649341,EPI316435,1.1472868217054248
EPI649341,EPI390473,0.4127906976744171
EPI649341,EPI1853200,0.4127906976744171
EPI649341,EPI466628,1.6692913385826778
EPI649341,EPI498431,1.6692913385826778
EPI649341,EPI466626,1.6692913385826778
EPI630684,EPI1161425,0.791869918699188
EPI630684,EPI617718,0.791869918699188
EPI630684,EPI2079749,3.162393162393165
EPI630684,EPI319590,0.29608938547486
EPI630684,EPI309633,0.8530701754385989
EPI630684,EPI316435,0.8139534883720915
EPI630684,EPI390473,0.1375968992248057
EPI630684,EPI1853200,0.1375968992248057
EPI630684,EPI466628,0.2230971128608926
EPI630684,EPI498431,0.2230971128608926
EPI630684,EPI466626,0.2230971128608926
EPI672484,EPI1161425,1.687804878048782
EPI672484,EPI617718,1.687804878048782
EPI672484,EPI2079749,3.3290598290598314
EPI672484,EPI319590,0.88826815642458
EPI672484,EPI309633,1.5197368421052655
EPI672484,EPI316435,2.147286821705425
EPI672484,EPI390473,0.7063953488372086
EPI672484,EPI1853200,0.7063953488372086
EPI672484,EPI466628,1.1692913385826778
EPI672484,EPI498431,1.1692913385826778
EPI672484,EPI466626,1.1692913385826778
EPI672566,EPI1161425,0.687804878048782
EPI672566,EPI617718,0.687804878048782
EPI672566,EPI2079749,3.8290598290598314
EPI672566,EPI319590,0.88826815642458
EPI672566,EPI309633,1.5197368421052655
EPI672566,EPI316435,1.1472868217054248
EPI672566,EPI390473,0.0
EPI672566,EPI1853200,0.0
EPI672566,EPI466628,0.0
EPI672566,EPI498431,0.0
EPI672566,EPI466626,0.0
EPI672622,EPI1161425,2.687804878048782
EPI672622,EPI617718,2.687804878048782
EPI672622,EPI2079749,3.8290598290598314
EPI672622,EPI319590,0.88826815642458
EPI672622,EPI309633,2.5197368421052655
EPI672622,EPI316435,2.147286821705425
EPI672622,EPI390473,0.4127906976744171
EPI672622,EPI1853200,0.4127906976744171
EPI672622,EPI466628,1.6692913385826778
EPI672622,EPI498431,1.6692913385826778
EPI672622,EPI466626,1.6692913385826778
EPI672586,EPI1161425,2.687804878048782
EPI672586,EPI617718,2.687804878048782
EPI672586,EPI2079749,3.8290598290598314
EPI672586,EPI319590,0.88826815642458
EPI672586,EPI309633,1.5197368421052655
EPI672586,EPI316435,2.147286821705425
EPI672586,EPI390473,0.4127906976744171
EPI672586,EPI1853200,0.4127906976744171
EPI672586,EPI466628,0.6692913385826778
EPI672586,EPI498431,0.6692913385826778
EPI672586,EPI466626,0.6692913385826778
EPI672542,EPI1161425,2.687804878048782
EPI672542,EPI617718,2.687804878048782
EPI672542,EPI2079749,3.8290598290598314
EPI672542,EPI319590,1.88826815642458
EPI672542,EPI309633,2.5197368421052655
EPI672542,EPI316435,2.147286821705425
EPI672542,EPI390473,0.4127906976744171
EPI672542,EPI1853200,0.4127906976744171
EPI672542,EPI466628,1.6692913385826778
EPI672542,EPI498431,1.6692913385826778
EPI672542,EPI466626,1.6692913385826778
EPI672766,EPI1161425,0.687804878048782
EPI672766,EPI617718,0.687804878048782
EPI672766,EPI2079749,2.8290598290598314
EPI672766,EPI319590,0.0
EPI672766,EPI309633,0.5197368421052655
EPI672766,EPI316435,0.14728682170542484
EPI672766,EPI390473,0.0
EPI672766,EPI1853200,0.0
EPI672766,EPI466628,0.0
EPI672766,EPI498431,0.0
EPI672766,EPI466626,0.0
EPI675779,EPI1161425,1.687804878048782
EPI675779,EPI617718,1.687804878048782
EPI626968,EPI1161425,0.8190243902439038
EPI626968,EPI617718,0.8190243902439038
EPI675779,EPI2079749,2.8290598290598314
EPI626968,EPI2079749,3.179059829059831
EPI675779,EPI319590,0.0
EPI626968,EPI319590,0.310893854748603
EPI675779,EPI309633,1.5197368421052655
EPI626968,EPI309633,1.0197368421052655
EPI675779,EPI316435,0.14728682170542484
EPI626968,EPI316435,0.5972868217054248
EPI675779,EPI390473,0.0
EPI675779,EPI1853200,0.0
EPI626968,EPI390473,0.10319767441860428
EPI626968,EPI1853200,0.10319767441860428
EPI675779,EPI466628,0.6692913385826778
EPI675779,EPI498431,0.6692913385826778
EPI675779,EPI466626,0.6692913385826778
EPI626968,EPI466628,0.20078740157480332
EPI626968,EPI498431,0.20078740157480332
EPI626968,EPI466626,0.20078740157480332
EPI706868,EPI687827,0.0
EPI626968,EPI687827,0.16628959276018088
EPI706918,EPI1161425,0.158724202626642
EPI706918,EPI617718,0.158724202626642
EPI706918,EPI2079749,2.9059829059829076
EPI706918,EPI319590,0.2049849591749031
EPI706918,EPI309633,0.556680161943322
EPI706918,EPI316435,0.2898032200357768
EPI706918,EPI390473,0.0
EPI706918,EPI1853200,0.0
EPI706918,EPI466628,0.10296789824348888
EPI706918,EPI498431,0.10296789824348888
EPI706918,EPI466626,0.10296789824348888
EPI706918,EPI687827,0.02375565610859727
EPI687199,EPI1161425,0.687804878048782
EPI687199,EPI617718,0.687804878048782
EPI687199,EPI2079749,3.8290598290598314
EPI687199,EPI319590,0.88826815642458
EPI687199,EPI309633,1.5197368421052655
EPI687199,EPI316435,1.1472868217054248
EPI687199,EPI390473,0.4127906976744171
EPI687199,EPI1853200,0.4127906976744171
EPI687199,EPI466628,0.6692913385826778
EPI687199,EPI498431,0.6692913385826778
EPI687199,EPI466626,0.6692913385826778
EPI687199,EPI687827,0.3088235294117645
EPI687786,EPI1161425,0.0
EPI687786,EPI617718,0.0
EPI687786,EPI2079749,2.8290598290598314
EPI687786,EPI319590,0.0
EPI687786,EPI309633,0.5197368421052655
EPI687786,EPI316435,0.14728682170542484
EPI687786,EPI390473,0.0
EPI687786,EPI1853200,0.0
EPI687786,EPI466628,0.0
EPI687786,EPI498431,0.0
EPI687786,EPI466626,0.0
EPI687786,EPI687827,0.0
EPI695310,EPI1161425,0.0
EPI695310,EPI617718,0.0
EPI695310,EPI2079749,2.8290598290598314
EPI695310,EPI319590,0.0
EPI695310,EPI309633,0.5197368421052655
EPI695310,EPI316435,0.14728682170542484
EPI695310,EPI390473,0.0
EPI695310,EPI1853200,0.0
EPI695310,EPI466628,0.0
EPI695310,EPI498431,0.0
EPI695310,EPI466626,0.0
EPI695310,EPI687827,0.0
EPI694797,EPI687827,0.0
EPI718512,EPI1161425,0.0
EPI718512,EPI617718,0.0
EPI718512,EPI2079749,1.8290598290598314
EPI718512,EPI319590,0.0
EPI718512,EPI309633,0.0
EPI718512,EPI316435,0.14728682170542484
EPI718512,EPI390473,0.0
EPI718512,EPI1853200,0.0
EPI718512,EPI466628,0.0
EPI718512,EPI498431,0.0
EPI718512,EPI466626,0.0
EPI718512,EPI687827,0.0
EPI679287,EPI1161425,0.1719512195121955
EPI679287,EPI617718,0.1719512195121955
EPI679287,EPI2079749,2.5790598290598314
EPI679287,EPI319590,0.222067039106145
EPI679287,EPI309633,0.6398026315789491
EPI679287,EPI316435,0.39728682170542484
EPI679287,EPI390473,0.10319767441860428
EPI679287,EPI1853200,0.10319767441860428
EPI679287,EPI466628,0.16732283464566944
EPI679287,EPI498431,0.16732283464566944
EPI679287,EPI466626,0.16732283464566944
EPI679287,EPI687827,0.07720588235294112
EPI1551697,EPI1161425,0.687804878048782
EPI1551697,EPI617718,0.687804878048782
EPI1551697,EPI2079749,3.8290598290598314
EPI1551697,EPI319590,0.88826815642458
EPI1551697,EPI309633,1.5197368421052655
EPI1551697,EPI316435,1.1472868217054248
EPI1551697,EPI390473,0.4127906976744171
EPI1551697,EPI1853200,0.4127906976744171
EPI1551697,EPI466628,0.6692913385826778
EPI1551697,EPI498431,0.6692913385826778
EPI1551697,EPI466626,0.6692913385826778
EPI1551697,EPI687827,0.3088235294117645
EPI562800,EPI687827,0.034313725490196054
EPI694813,EPI687827,0.1852941176470587
EPI687734,EPI1161425,0.687804878048782
EPI687734,EPI617718,0.687804878048782
EPI687734,EPI2079749,3.8290598290598314
EPI687734,EPI319590,0.88826815642458
EPI687734,EPI309633,1.5197368421052655
EPI687734,EPI316435,1.1472868217054248
EPI687734,EPI390473,0.0
EPI687734,EPI1853200,0.0
EPI687734,EPI466628,0.6692913385826778
EPI687734,EPI498431,0.6692913385826778
EPI687734,EPI466626,0.6692913385826778
EPI687734,EPI687827,0.3088235294117645
EPI706976,EPI1161425,1.354471544715449
EPI706976,EPI617718,1.354471544715449
EPI706976,EPI2079749,3.4957264957264984
EPI706976,EPI319590,0.6108007448789561
EPI706976,EPI309633,0.8530701754385985
EPI706976,EPI316435,0.9806201550387579
EPI706976,EPI390473,0.20639534883720945
EPI706976,EPI1853200,0.20639534883720945
EPI706976,EPI466628,0.1679790026246719
EPI706976,EPI498431,0.1679790026246719
EPI706976,EPI466626,0.1679790026246719
EPI706976,EPI687827,0.3210784313725483
EPI706976,EPI642552,0.0
EPI706976,EPI706976,0.0
EPI696254,EPI1161425,0.0
EPI696254,EPI617718,0.0
EPI696254,EPI2079749,2.8290598290598314
EPI696254,EPI319590,0.0
EPI696254,EPI309633,0.5197368421052655
EPI696254,EPI316435,0.14728682170542484
EPI696254,EPI390473,0.0
EPI696254,EPI1853200,0.0
EPI696254,EPI466628,0.0
EPI696254,EPI498431,0.0
EPI696254,EPI466626,0.0
EPI696254,EPI687827,0.0
EPI706938,EPI1161425,0.687804878048782
EPI706938,EPI617718,0.687804878048782
EPI706938,EPI2079749,3.8290598290598314
EPI706938,EPI319590,0.88826815642458
EPI706938,EPI309633,1.5197368421052655
EPI706938,EPI316435,1.1472868217054248
EPI706938,EPI390473,0.4127906976744171
EPI706938,EPI1853200,0.4127906976744171
EPI706938,EPI466628,0.6692913385826778
EPI706938,EPI498431,0.6692913385826778
EPI706938,EPI466626,0.6692913385826778
EPI706938,EPI687827,0.3088235294117645
EPI706884,EPI1161425,0.0
EPI706884,EPI617718,0.0
EPI706884,EPI2079749,2.8290598290598314
EPI706884,EPI319590,0.0
EPI706884,EPI309633,0.5197368421052655
EPI706884,EPI316435,0.14728682170542484
EPI706884,EPI390473,0.0
EPI706884,EPI1853200,0.0
EPI706884,EPI466628,0.0
EPI706884,EPI498431,0.0
EPI706884,EPI466626,0.0
EPI706884,EPI687827,0.0
EPI696470,EPI1161425,0.22926829268292734
EPI696470,EPI617718,0.22926829268292734
EPI696470,EPI2079749,2.495726495726498
EPI696470,EPI319590,0.29608938547486
EPI696470,EPI309633,0.5065789473684218
EPI696470,EPI316435,0.38242894056847493
EPI696470,EPI390473,0.0
EPI696470,EPI1853200,0.0
EPI696470,EPI466628,0.2230971128608926
EPI696470,EPI498431,0.2230971128608926
EPI696470,EPI466626,0.2230971128608926
EPI696470,EPI687827,0.10294117647058816
EPI706978,EPI1161425,0.0
EPI706978,EPI617718,0.0
EPI706978,EPI2079749,1.8290598290598314
EPI706978,EPI319590,0.0
EPI706978,EPI309633,0.5197368421052655
EPI706978,EPI316435,0.14728682170542484
EPI706978,EPI390473,0.0
EPI706978,EPI1853200,0.0
EPI706978,EPI466628,0.0
EPI706978,EPI498431,0.0
EPI706978,EPI466626,0.0
EPI706978,EPI687827,0.0
EPI706892,EPI1161425,0.0
EPI706892,EPI617718,0.0
EPI706892,EPI2079749,2.8290598290598314
EPI706892,EPI319590,0.0
EPI706892,EPI309633,0.5197368421052655
EPI706892,EPI316435,0.14728682170542484
EPI706892,EPI390473,0.0
EPI706892,EPI1853200,0.0
EPI706892,EPI466628,0.0
EPI706892,EPI498431,0.0
EPI706892,EPI466626,0.0
EPI706892,EPI687827,0.0
EPI700124,EPI1161425,0.0
EPI700124,EPI617718,0.0
EPI706910,EPI1161425,0.0
EPI706910,EPI617718,0.0
EPI700124,EPI2079749,2.8290598290598314
EPI706910,EPI2079749,2.8290598290598314
EPI700124,EPI319590,0.0
EPI706910,EPI319590,0.0
EPI700124,EPI309633,0.5197368421052655
EPI706910,EPI309633,0.5197368421052655
EPI700124,EPI316435,0.14728682170542484
EPI706910,EPI316435,0.14728682170542484
EPI700124,EPI390473,0.0
EPI700124,EPI1853200,0.0
EPI706910,EPI390473,0.0
EPI706910,EPI1853200,0.0
EPI700124,EPI466628,0.0
EPI700124,EPI498431,0.0
EPI700124,EPI466626,0.0
EPI706910,EPI466628,0.0
EPI706910,EPI498431,0.0
EPI706910,EPI466626,0.0
EPI700124,EPI687827,0.0
EPI706910,EPI687827,0.0
EPI706952,EPI1161425,0.0
EPI706952,EPI617718,0.0
EPI706952,EPI2079749,2.8290598290598314
EPI706952,EPI319590,0.0
EPI706952,EPI309633,0.5197368421052655
EPI706952,EPI316435,0.14728682170542484
EPI706952,EPI390473,0.0
EPI706952,EPI1853200,0.0
EPI706952,EPI466628,0.0
EPI706952,EPI498431,0.0
EPI706952,EPI466626,0.0
EPI706952,EPI687827,0.0
EPI651392,EPI1161425,1.687804878048782
EPI651392,EPI617718,1.687804878048782
EPI651392,EPI2079749,3.8290598290598314
EPI651392,EPI319590,0.0
EPI651392,EPI309633,1.5197368421052655
EPI651392,EPI316435,1.1472868217054248
EPI651392,EPI390473,0.0
EPI651392,EPI1853200,0.0
EPI651392,EPI466628,0.0
