virus,reference,hi
EPI404965,EPI1868550,0.3503875968992265
EPI404965,EPI353906,0.3503875968992265
EPI476783,EPI349106,0.3503875968992265
EPI476783,EPI2420071,0.3503875968992265
EPI476783,EPI349103,0.3503875968992265
EPI476783,EPI1868550,0.3503875968992265
EPI476783,EPI353906,0.3503875968992265
EPI490093,EPI358028,2.1768292682926838
EPI490093,EPI391247,2.1768292682926838
EPI490093,EPI1868551,2.1768292682926838
EPI436261,EPI358028,2.1768292682926838
EPI436261,EPI391247,2.1768292682926838
EPI436261,EPI1868551,2.1768292682926838
EPI404965,EPI358028,2.1768292682926838
EPI404965,EPI391247,2.1768292682926838
EPI404965,EPI1868551,2.1768292682926838
EPI476783,EPI358028,2.1768292682926838
EPI476783,EPI391247,2.1768292682926838
EPI476783,EPI1868551,2.1768292682926838
EPI490093,EPI460558,0.283333333333335
EPI436261,EPI460558,0.283333333333335
EPI404965,EPI460558,0.283333333333335
EPI476783,EPI460558,0.283333333333335
EPI490093,EPI572205,0.33333333333333365
EPI436261,EPI572205,0.33333333333333365
EPI404965,EPI572205,0.33333333333333365
EPI476783,EPI572205,0.33333333333333365
EPI490093,EPI426061,1.7705882352941185
EPI436261,EPI426061,1.7705882352941185
EPI404965,EPI426061,1.7705882352941185
EPI476783,EPI426061,1.7705882352941185
EPI490093,EPI507043,2.22727272727273
EPI490093,EPI407150,2.22727272727273
EPI436261,EPI507043,2.22727272727273
EPI436261,EPI407150,2.22727272727273
EPI404965,EPI507043,2.22727272727273
EPI404965,EPI407150,2.22727272727273
EPI476783,EPI507043,2.22727272727273
EPI476783,EPI407150,2.22727272727273
EPI490093,EPI490093,0.0
EPI490093,EPI436261,0.0
EPI490093,EPI404965,0.0
EPI490093,EPI476783,0.0
EPI436261,EPI490093,0.0
EPI436261,EPI436261,0.0
EPI436261,EPI404965,0.0
EPI436261,EPI476783,0.0
EPI404965,EPI490093,0.0
EPI404965,EPI436261,0.0
EPI404965,EPI404965,0.0
EPI404965,EPI476783,0.0
EPI476783,EPI490093,0.0
EPI476783,EPI436261,0.0
EPI476783,EPI404965,0.0
EPI476783,EPI476783,0.0
EPI490093,EPI360950,0.0
EPI436261,EPI360950,0.0
EPI404965,EPI360950,0.0
EPI476783,EPI360950,0.0
EPI468014,EPI1868486,3.190839694656489
EPI468014,EPI1868485,3.190839694656489
EPI468014,EPI301762,0.15151515151515227
EPI468014,EPI318272,0.15151515151515227
EPI468014,EPI319241,3.8235294117647065
EPI468014,EPI326342,3.8235294117647065
EPI468014,EPI309763,3.8235294117647065
EPI468014,EPI302233,3.8235294117647065
EPI468014,EPI302327,3.8235294117647065
EPI468014,EPI349106,0.09186046511628021
EPI468014,EPI2420071,0.09186046511628021
EPI468014,EPI349103,0.09186046511628021
EPI468014,EPI1868550,0.09186046511628021
EPI468014,EPI353906,0.09186046511628021
EPI468014,EPI358028,1.9268292682926844
EPI468014,EPI391247,1.9268292682926838
EPI468014,EPI1868551,1.9268292682926838
EPI468014,EPI460558,0.0
EPI468014,EPI572205,0.16666666666666696
EPI468014,EPI426061,1.2705882352941185
EPI468014,EPI507043,2.22727272727273
EPI468014,EPI407150,2.22727272727273
EPI468014,EPI490093,0.0
EPI468014,EPI436261,0.0
EPI468014,EPI404965,0.0
EPI468014,EPI476783,0.0
EPI505253,EPI1868486,4.190839694656488
EPI505253,EPI1868485,4.190839694656488
EPI505253,EPI301762,0.15151515151515227
EPI505253,EPI318272,0.15151515151515227
EPI505253,EPI319241,3.8235294117647065
EPI505253,EPI326342,3.8235294117647065
EPI505253,EPI309763,3.8235294117647065
EPI505253,EPI302233,3.8235294117647065
EPI505253,EPI302327,3.8235294117647065
EPI505253,EPI349106,0.6837209302325604
EPI505253,EPI2420071,0.6837209302325604
EPI505253,EPI349103,0.6837209302325604
EPI505253,EPI1868550,0.6837209302325604
EPI505253,EPI353906,0.6837209302325604
EPI505253,EPI358028,3.926829268292684
EPI505253,EPI391247,3.9268292682926838
EPI505253,EPI1868551,3.9268292682926838
EPI505253,EPI460558,0.5333333333333368
EPI505253,EPI572205,0.7500000000000003
EPI505253,EPI426061,2.2705882352941185
EPI505253,EPI507043,2.22727272727273
EPI505253,EPI407150,2.22727272727273
EPI505253,EPI490093,0.5
EPI505253,EPI436261,0.5
EPI505253,EPI404965,0.5
EPI505253,EPI476783,0.5
EPI486414,EPI1868486,4.190839694656488
EPI486414,EPI1868485,4.190839694656488
EPI486414,EPI301762,1.1515151515151523
EPI486414,EPI318272,1.1515151515151523
EPI486414,EPI319241,4.8235294117647065
EPI486414,EPI326342,4.8235294117647065
EPI486414,EPI309763,4.8235294117647065
EPI486414,EPI302233,4.8235294117647065
EPI486414,EPI302327,4.8235294117647065
EPI486414,EPI349106,1.6837209302325604
EPI486414,EPI2420071,1.6837209302325604
EPI486414,EPI349103,1.6837209302325604
EPI486414,EPI1868550,1.6837209302325604
EPI486414,EPI353906,1.6837209302325604
EPI486414,EPI358028,3.926829268292684
EPI486414,EPI391247,3.926829268292684
EPI486414,EPI1868551,3.9268292682926838
EPI486414,EPI460558,0.5333333333333368
EPI486414,EPI572205,1.7500000000000002
EPI486414,EPI426061,3.2705882352941185
EPI486414,EPI507043,2.22727272727273
EPI486414,EPI407150,2.22727272727273
EPI486414,EPI490093,1.5
EPI486414,EPI436261,1.5
EPI486414,EPI404965,1.5
EPI486414,EPI476783,1.5
EPI505243,EPI1868486,4.190839694656488
EPI505243,EPI1868485,4.190839694656488
EPI505243,EPI301762,1.1515151515151523
EPI505243,EPI318272,1.1515151515151523
EPI505243,EPI319241,3.8235294117647065
EPI505243,EPI326342,3.8235294117647065
EPI505243,EPI309763,3.8235294117647065
EPI505243,EPI302233,3.8235294117647065
EPI505243,EPI302327,3.8235294117647065
EPI505243,EPI349106,0.6837209302325604
EPI505243,EPI2420071,0.6837209302325604
EPI505243,EPI349103,0.6837209302325604
EPI505243,EPI1868550,0.6837209302325604
EPI505243,EPI353906,0.6837209302325604
EPI505243,EPI358028,3.926829268292684
EPI505243,EPI391247,3.9268292682926838
EPI505243,EPI1868551,3.9268292682926838
EPI505243,EPI460558,0.5333333333333368
EPI505243,EPI572205,1.166666666666667
EPI505243,EPI426061,2.2705882352941185
EPI505243,EPI507043,2.22727272727273
EPI505243,EPI407150,2.22727272727273
EPI505243,EPI490093,1.0
EPI505243,EPI436261,1.0
EPI505243,EPI404965,1.0
EPI505243,EPI476783,1.0
EPI505211,EPI1868486,3.190839694656489
EPI505211,EPI1868485,3.190839694656489
EPI505211,EPI301762,0.15151515151515227
EPI505211,EPI318272,0.15151515151515227
EPI505211,EPI319241,3.8235294117647065
EPI505211,EPI326342,3.8235294117647065
EPI505211,EPI309763,3.8235294117647065
EPI505211,EPI302233,3.8235294117647065
EPI505211,EPI302327,3.8235294117647065
EPI505211,EPI349106,0.6837209302325604
EPI505211,EPI2420071,0.6837209302325604
EPI505211,EPI349103,0.6837209302325604
EPI505211,EPI1868550,0.6837209302325604
EPI505211,EPI353906,0.6837209302325604
EPI505211,EPI358028,3.926829268292684
EPI505211,EPI391247,3.9268292682926838
EPI505211,EPI1868551,3.9268292682926838
EPI505211,EPI460558,0.5333333333333368
EPI505211,EPI572205,0.7500000000000003
EPI505211,EPI426061,2.2705882352941185
EPI505211,EPI507043,2.22727272727273
EPI505211,EPI407150,2.22727272727273
EPI505211,EPI490093,0.5
EPI505211,EPI436261,0.5
EPI505211,EPI404965,0.5
EPI505211,EPI476783,0.5
EPI497615,EPI490093,1.5
EPI497615,EPI436261,1.5
EPI497615,EPI404965,1.5
EPI497615,EPI476783,1.5
EPI586305,EPI490093,0.5
EPI586305,EPI436261,0.5
EPI586305,EPI404965,0.5
EPI586305,EPI476783,0.5
EPI1090050,EPI1868486,4.113916617733412
EPI1090050,EPI1868485,4.113916617733412
EPI1090050,EPI301762,0.673400673400674
EPI1090050,EPI318272,0.673400673400674
EPI1090050,EPI319241,4.4901960784313735
EPI1090050,EPI326342,4.4901960784313735
EPI1090050,EPI309763,4.4901960784313735
EPI1090050,EPI302233,4.4901960784313735
EPI1090050,EPI302327,4.4901960784313735
EPI1090050,EPI349106,1.1413237924865849
EPI1090050,EPI2420071,1.1413237924865849
EPI1090050,EPI349103,1.1413237924865853
EPI1090050,EPI1868550,1.1413237924865849
EPI1090050,EPI353906,1.1413237924865849
EPI1090050,EPI358028,4.349906191369608
EPI1090050,EPI391247,4.349906191369608
EPI1090050,EPI1868551,4.349906191369607
EPI1090050,EPI460558,1.1871794871794905
EPI1090050,EPI572205,2.458333333333334
EPI1090050,EPI426061,3.347511312217196
EPI1090050,EPI507043,3.0606060606060637
EPI1090050,EPI407150,3.0606060606060637
EPI1090050,EPI490093,1.5
EPI1090050,EPI436261,1.5
EPI1090050,EPI404965,1.5
EPI1090050,EPI476783,1.5
EPI505237,EPI1868486,4.190839694656488
EPI505237,EPI1868485,4.190839694656488
EPI505237,EPI301762,0.15151515151515227
EPI505237,EPI318272,0.15151515151515227
EPI505237,EPI319241,4.8235294117647065
EPI505237,EPI326342,4.8235294117647065
EPI505237,EPI309763,4.8235294117647065
EPI505237,EPI302233,4.8235294117647065
EPI505237,EPI302327,4.8235294117647065
EPI505237,EPI349106,0.6837209302325604
EPI505237,EPI2420071,0.6837209302325604
EPI505237,EPI349103,0.6837209302325604
EPI505237,EPI1868550,0.6837209302325604
EPI505237,EPI353906,0.6837209302325604
EPI505237,EPI358028,3.926829268292684
EPI505237,EPI391247,3.9268292682926838
EPI505237,EPI1868551,3.9268292682926838
EPI505237,EPI460558,0.5333333333333368
EPI505237,EPI572205,0.7500000000000003
EPI505237,EPI426061,2.2705882352941185
EPI505237,EPI507043,2.22727272727273
EPI505237,EPI407150,2.22727272727273
EPI505237,EPI490093,0.5
EPI505237,EPI436261,0.5
EPI505237,EPI404965,0.5
EPI505237,EPI476783,0.5
EPI499606,EPI490093,1.0
EPI499606,EPI436261,1.0
EPI499606,EPI404965,1.0
EPI499606,EPI476783,1.0
EPI505239,EPI1868486,2.190839694656489
EPI505239,EPI1868485,2.190839694656489
EPI505239,EPI301762,0.15151515151515227
EPI505239,EPI318272,0.15151515151515227
EPI505239,EPI319241,2.8235294117647065
EPI505239,EPI326342,2.8235294117647065
EPI505239,EPI309763,2.8235294117647065
EPI505239,EPI302233,2.8235294117647065
EPI505239,EPI302327,2.8235294117647065
EPI505239,EPI349106,0.0
EPI505239,EPI2420071,0.0
EPI505239,EPI349103,0.0
EPI505239,EPI1868550,0.0
EPI505239,EPI353906,0.0
EPI505239,EPI358028,2.9268292682926838
EPI505239,EPI391247,2.9268292682926838
EPI505239,EPI1868551,2.9268292682926838
EPI505239,EPI460558,0.0
EPI505239,EPI572205,0.5833333333333336
EPI505239,EPI426061,1.2705882352941185
EPI505239,EPI507043,1.2272727272727302
EPI505239,EPI407150,1.2272727272727302
EPI505239,EPI490093,0.5
EPI505239,EPI436261,0.5
EPI505239,EPI404965,0.5
EPI505239,EPI476783,0.5
EPI505207,EPI1868486,4.190839694656488
EPI505207,EPI1868485,4.190839694656488
EPI505207,EPI301762,0.15151515151515227
EPI505207,EPI318272,0.15151515151515227
EPI505207,EPI319241,2.8235294117647065
EPI505207,EPI326342,2.8235294117647065
EPI505207,EPI309763,2.8235294117647065
EPI505207,EPI302233,2.8235294117647065
EPI505207,EPI302327,2.8235294117647065
EPI505207,EPI349106,0.0
EPI505207,EPI2420071,0.0
EPI505207,EPI349103,0.0
EPI505207,EPI1868550,0.0
EPI505207,EPI353906,0.0
EPI505207,EPI358028,2.9268292682926838
EPI505207,EPI391247,2.9268292682926838
EPI505207,EPI1868551,2.9268292682926838
EPI505207,EPI460558,0.0
EPI505207,EPI572205,0.7500000000000003
EPI505207,EPI426061,2.2705882352941185
EPI505207,EPI507043,2.22727272727273
EPI505207,EPI407150,2.22727272727273
EPI505207,EPI490093,0.5
EPI505207,EPI436261,0.5
EPI505207,EPI404965,0.5
EPI505207,EPI476783,0.5
EPI447157,EPI490093,0.8333333333333334
EPI447157,EPI436261,0.8333333333333334
EPI447157,EPI404965,0.8333333333333334
EPI447157,EPI476783,0.8333333333333334
EPI505263,EPI1868486,3.190839694656489
EPI505263,EPI1868485,3.190839694656489
EPI505263,EPI301762,0.15151515151515227
EPI505263,EPI318272,0.15151515151515227
EPI505263,EPI319241,3.8235294117647065
EPI505263,EPI326342,3.8235294117647065
EPI505263,EPI309763,3.8235294117647065
EPI505263,EPI302233,3.8235294117647065
EPI505263,EPI302327,3.8235294117647065
EPI505263,EPI349106,0.6837209302325604
EPI505263,EPI2420071,0.6837209302325604
EPI505263,EPI349103,0.6837209302325604
EPI505263,EPI1868550,0.6837209302325604
EPI505263,EPI353906,0.6837209302325604
EPI505263,EPI358028,2.9268292682926838
EPI505263,EPI391247,2.9268292682926838
EPI505263,EPI1868551,2.9268292682926838
EPI505263,EPI460558,0.5333333333333368
EPI505263,EPI572205,0.16666666666666696
EPI505263,EPI426061,1.2705882352941185
EPI505263,EPI507043,1.2272727272727302
EPI505263,EPI407150,1.2272727272727302
EPI505263,EPI490093,0.0
EPI505263,EPI436261,0.0
EPI505263,EPI404965,0.0
EPI505263,EPI476783,0.0
EPI505223,EPI1868486,4.190839694656488
EPI505223,EPI1868485,4.190839694656488
EPI505223,EPI301762,0.15151515151515227
EPI505223,EPI318272,0.15151515151515227
EPI505223,EPI319241,3.8235294117647065
EPI505223,EPI326342,3.8235294117647065
EPI505223,EPI309763,3.8235294117647065
EPI505223,EPI302233,3.8235294117647065
EPI505223,EPI302327,3.8235294117647065
EPI505223,EPI349106,0.6837209302325604
EPI505223,EPI2420071,0.6837209302325604
EPI505223,EPI349103,0.6837209302325604
EPI505223,EPI1868550,0.6837209302325604
EPI505223,EPI353906,0.6837209302325604
EPI505223,EPI358028,3.926829268292684
EPI505223,EPI391247,3.9268292682926838
EPI505223,EPI1868551,3.9268292682926838
EPI505223,EPI460558,0.5333333333333368
EPI505223,EPI572205,0.7500000000000003
EPI505223,EPI426061,2.2705882352941185
EPI505223,EPI507043,2.22727272727273
EPI505223,EPI407150,2.22727272727273
EPI505223,EPI490093,0.5
EPI505223,EPI436261,0.5
EPI505223,EPI404965,0.5
EPI505223,EPI476783,0.5
EPI475271,EPI490093,0.5
EPI475271,EPI436261,0.5
EPI475271,EPI404965,0.5
EPI475271,EPI476783,0.5
EPI502960,EPI490093,1.5
EPI502960,EPI436261,1.5
EPI502960,EPI404965,1.5
EPI502960,EPI476783,1.5
EPI505191,EPI1868486,4.190839694656488
EPI505191,EPI1868485,4.190839694656488
EPI505191,EPI301762,1.1515151515151523
EPI505191,EPI318272,1.1515151515151523
EPI505191,EPI319241,4.8235294117647065
EPI505191,EPI326342,4.8235294117647065
EPI505191,EPI309763,4.8235294117647065
EPI505191,EPI302233,4.8235294117647065
EPI505191,EPI302327,4.8235294117647065
EPI505191,EPI349106,0.6837209302325604
EPI505191,EPI2420071,0.6837209302325604
EPI505191,EPI349103,0.6837209302325604
EPI505191,EPI1868550,0.6837209302325604
EPI505191,EPI353906,0.6837209302325604
EPI505191,EPI358028,3.926829268292684
EPI505191,EPI391247,3.9268292682926838
EPI505191,EPI1868551,3.9268292682926838
EPI505191,EPI460558,0.5333333333333368
EPI505191,EPI572205,0.7500000000000003
EPI505191,EPI426061,2.2705882352941185
EPI505191,EPI507043,2.22727272727273
EPI505191,EPI407150,2.22727272727273
EPI505191,EPI490093,0.5
EPI505191,EPI436261,0.5
EPI505191,EPI404965,0.5
EPI505191,EPI476783,0.5
EPI492745,EPI490093,1.5
EPI492745,EPI436261,1.5
EPI492745,EPI404965,1.5
EPI492745,EPI476783,1.5
EPI505113,EPI1868486,3.1908396946564888
EPI505113,EPI1868485,3.1908396946564888
EPI505113,EPI301762,0.15151515151515227
EPI505113,EPI318272,0.15151515151515227
EPI505113,EPI319241,3.8235294117647065
EPI505113,EPI326342,3.8235294117647065
EPI505113,EPI309763,3.8235294117647065
EPI505113,EPI302233,3.8235294117647065
EPI505113,EPI302327,3.8235294117647065
EPI505113,EPI349106,0.6837209302325604
EPI505113,EPI2420071,0.6837209302325604
EPI505113,EPI349103,0.6837209302325604
EPI505113,EPI1868550,0.6837209302325604
EPI505113,EPI353906,0.6837209302325604
EPI505113,EPI358028,3.426829268292684
EPI505113,EPI391247,3.426829268292684
EPI505113,EPI1868551,3.4268292682926838
EPI505113,EPI460558,0.5333333333333368
EPI505113,EPI572205,0.7500000000000003
EPI505113,EPI426061,1.7705882352941185
EPI505113,EPI507043,2.22727272727273
EPI505113,EPI407150,2.22727272727273
EPI505113,EPI490093,0.5
EPI505113,EPI436261,0.5
EPI505113,EPI404965,0.5
EPI505113,EPI476783,0.5
EPI505193,EPI1868486,4.190839694656488
EPI505193,EPI1868485,4.190839694656488
EPI505193,EPI301762,0.15151515151515227
EPI505193,EPI318272,0.15151515151515227
EPI505193,EPI319241,3.8235294117647065
EPI505193,EPI326342,3.8235294117647065
EPI505193,EPI309763,3.8235294117647065
EPI505193,EPI302233,3.8235294117647065
EPI505193,EPI302327,3.8235294117647065
EPI505193,EPI349106,0.6837209302325604
EPI505193,EPI2420071,0.6837209302325604
EPI505193,EPI349103,0.6837209302325604
EPI505193,EPI1868550,0.6837209302325604
EPI505193,EPI353906,0.6837209302325604
EPI505193,EPI358028,3.926829268292684
EPI505193,EPI391247,3.9268292682926838
EPI505193,EPI1868551,3.9268292682926838
EPI505193,EPI460558,0.5333333333333368
EPI505193,EPI572205,0.7500000000000003
EPI505193,EPI426061,2.2705882352941185
EPI505193,EPI507043,2.22727272727273
EPI505193,EPI407150,2.22727272727273
EPI505193,EPI490093,0.5
EPI505193,EPI436261,0.5
EPI505193,EPI404965,0.5
EPI505193,EPI476783,0.5
EPI827087,EPI490093,0.0
EPI827087,EPI436261,0.0
EPI827087,EPI404965,0.0
EPI827087,EPI476783,0.0
EPI498357,EPI349106,1.6837209302325604
EPI498357,EPI2420071,1.6837209302325604
EPI498357,EPI349103,1.6837209302325604
EPI498357,EPI1868550,1.6837209302325604
EPI498357,EPI353906,1.6837209302325604
EPI498357,EPI358028,3.926829268292684
EPI498357,EPI391247,3.9268292682926838
EPI498357,EPI1868551,3.9268292682926838
EPI498357,EPI460558,1.5333333333333368
EPI498359,EPI349106,1.6837209302325604
EPI498359,EPI2420071,1.6837209302325604
EPI498359,EPI349103,1.6837209302325604
EPI498359,EPI1868550,1.6837209302325604
EPI498359,EPI353906,1.6837209302325604
EPI498359,EPI358028,3.926829268292684
EPI498359,EPI391247,3.9268292682926838
EPI498359,EPI1868551,3.9268292682926838
EPI498359,EPI460558,1.5333333333333368
EPI498361,EPI349106,2.6837209302325604
EPI498361,EPI2420071,2.6837209302325604
EPI498361,EPI349103,2.6837209302325604
EPI498361,EPI1868550,2.6837209302325604
EPI498361,EPI353906,2.6837209302325604
EPI498361,EPI358028,4.926829268292685
EPI498361,EPI391247,4.926829268292684
EPI498361,EPI1868551,4.926829268292684
EPI498361,EPI572205,3.0000000000000018
EPI492247,EPI1868486,4.047982551799346
EPI492247,EPI1868485,4.047982551799346
EPI492247,EPI301762,2.1515151515151523
EPI492247,EPI318272,2.1515151515151523
EPI492247,EPI319241,5.823529411764706
EPI492247,EPI326342,5.823529411764706
EPI492247,EPI309763,5.823529411764706
EPI492247,EPI302233,5.823529411764706
EPI492247,EPI302327,5.823529411764706
EPI492247,EPI349106,2.398006644518275
EPI492247,EPI2420071,2.398006644518275
EPI492247,EPI349103,2.398006644518275
EPI492247,EPI1868550,2.398006644518275
EPI492247,EPI353906,2.398006644518275
EPI492247,EPI358028,5.21254355400697
EPI492247,EPI391247,5.2125435540069684
EPI492247,EPI1868551,5.21254355400697
EPI492247,EPI460558,2.3904761904761935
EPI492247,EPI572205,5.000000000000001
EPI492247,EPI426061,3.8420168067226905
EPI492247,EPI507043,3.893939393939398
EPI492247,EPI407150,3.8939393939393967
EPI503331,EPI1868486,4.190839694656488
EPI503331,EPI1868485,4.190839694656488
EPI503331,EPI301762,1.7515151515151524
EPI503331,EPI318272,1.7515151515151524
EPI503331,EPI319241,5.223529411764707
EPI503331,EPI326342,5.223529411764707
EPI503331,EPI309763,5.223529411764707
EPI503331,EPI302233,5.223529411764707
EPI503331,EPI302327,5.223529411764707
EPI503331,EPI349106,1.6837209302325604
EPI503331,EPI2420071,1.6837209302325604
EPI503331,EPI349103,1.6837209302325604
EPI503331,EPI1868550,1.6837209302325604
EPI503331,EPI353906,1.6837209302325604
EPI503331,EPI358028,4.326829268292683
EPI503331,EPI391247,4.326829268292684
EPI503331,EPI1868551,4.326829268292684
EPI503331,EPI460558,1.3333333333333368
EPI503331,EPI572205,3.0000000000000018
EPI503331,EPI426061,3.0705882352941183
EPI503331,EPI507043,2.8272727272727303
EPI503331,EPI407150,2.8272727272727303
EPI503280,EPI1868486,4.190839694656488
EPI503280,EPI1868485,4.190839694656488
EPI503280,EPI301762,0.6515151515151523
EPI503280,EPI318272,0.6515151515151523
EPI503280,EPI319241,4.3235294117647065
EPI503280,EPI326342,4.3235294117647065
EPI503280,EPI309763,4.3235294117647065
EPI503280,EPI302233,4.3235294117647065
EPI503280,EPI302327,4.3235294117647065
EPI503280,EPI349106,0.3418604651162802
EPI503280,EPI2420071,0.3418604651162802
EPI503280,EPI349103,0.3418604651162802
EPI503280,EPI1868550,0.3418604651162802
EPI503280,EPI353906,0.3418604651162802
EPI503280,EPI358028,3.926829268292684
EPI503280,EPI391247,3.926829268292684
EPI503280,EPI1868551,3.9268292682926838
EPI503280,EPI460558,0.0
EPI503280,EPI572205,2.0000000000000018
EPI503280,EPI426061,2.2705882352941185
EPI503280,EPI507043,2.22727272727273
EPI503280,EPI407150,2.22727272727273
EPI503322,EPI1868486,4.190839694656488
EPI503322,EPI1868485,4.190839694656488
EPI503322,EPI301762,1.1515151515151523
EPI503322,EPI318272,1.1515151515151523
EPI503322,EPI319241,4.8235294117647065
EPI503322,EPI326342,4.8235294117647065
EPI503322,EPI309763,4.8235294117647065
EPI503322,EPI302233,4.8235294117647065
EPI503322,EPI302327,4.8235294117647065
EPI503322,EPI349106,1.6837209302325604
EPI503322,EPI2420071,1.6837209302325604
EPI503322,EPI349103,1.6837209302325604
EPI503322,EPI1868550,1.6837209302325604
EPI503322,EPI353906,1.6837209302325604
EPI503322,EPI358028,3.926829268292684
EPI503322,EPI391247,3.9268292682926838
EPI503322,EPI1868551,3.9268292682926838
EPI503322,EPI460558,0.5333333333333368
EPI503322,EPI572205,3.0000000000000018
EPI503322,EPI426061,3.2705882352941185
EPI503322,EPI507043,3.22727272727273
EPI503322,EPI407150,3.22727272727273
EPI503333,EPI1868486,4.190839694656488
EPI503333,EPI1868485,4.190839694656488
EPI503333,EPI301762,2.1515151515151523
EPI503333,EPI318272,2.1515151515151523
EPI503333,EPI319241,5.823529411764706
EPI503333,EPI326342,5.823529411764706
EPI503333,EPI309763,5.823529411764706
EPI503333,EPI302233,5.823529411764706
EPI503333,EPI302327,5.823529411764706
EPI503333,EPI349106,2.6837209302325604
EPI503333,EPI2420071,2.6837209302325604
EPI503333,EPI349103,2.6837209302325604
EPI503333,EPI1868550,2.6837209302325604
EPI503333,EPI353906,2.6837209302325604
EPI503333,EPI358028,4.926829268292685
EPI503333,EPI391247,4.926829268292685
EPI503333,EPI1868551,4.926829268292684
EPI503333,EPI460558,2.5333333333333368
EPI503333,EPI572205,4.000000000000002
EPI503333,EPI426061,4.2705882352941185
EPI503333,EPI507043,4.22727272727273
EPI503333,EPI407150,4.22727272727273
EPI503286,EPI1868486,4.190839694656488
EPI503286,EPI1868485,4.190839694656488
EPI503286,EPI301762,3.1515151515151514
EPI503286,EPI318272,3.1515151515151514
EPI503286,EPI319241,5.823529411764706
EPI503286,EPI326342,5.823529411764706
EPI503286,EPI309763,5.823529411764706
EPI503286,EPI302233,5.823529411764706
EPI503286,EPI302327,5.823529411764706
EPI503286,EPI349106,2.6837209302325604
EPI503286,EPI2420071,2.6837209302325604
EPI503286,EPI349103,2.6837209302325604
EPI503286,EPI1868550,2.6837209302325604
EPI503286,EPI353906,2.6837209302325604
EPI503286,EPI358028,5.926829268292683
EPI503286,EPI391247,5.926829268292683
EPI503286,EPI1868551,5.926829268292683
EPI503286,EPI460558,2.5333333333333368
EPI503286,EPI572205,5.000000000000001
EPI503286,EPI426061,4.2705882352941185
EPI503286,EPI507043,5.227272727272729
EPI503286,EPI407150,5.227272727272729
EPI503347,EPI1868486,4.190839694656488
EPI503347,EPI1868485,4.190839694656488
EPI503347,EPI301762,1.1515151515151523
EPI503347,EPI318272,1.1515151515151523
EPI503347,EPI319241,4.8235294117647065
EPI503347,EPI326342,4.8235294117647065
EPI503347,EPI309763,4.8235294117647065
EPI503347,EPI302233,4.8235294117647065
EPI503347,EPI302327,4.8235294117647065
EPI503347,EPI349106,0.6837209302325604
EPI503347,EPI2420071,0.6837209302325604
EPI503347,EPI349103,0.6837209302325604
EPI503347,EPI1868550,0.6837209302325604
EPI503347,EPI353906,0.6837209302325604
EPI503347,EPI358028,3.926829268292684
EPI503347,EPI391247,3.9268292682926838
EPI503347,EPI1868551,3.9268292682926838
EPI503347,EPI460558,0.5333333333333368
EPI503347,EPI572205,3.0000000000000018
EPI503347,EPI426061,2.2705882352941185
EPI503347,EPI507043,3.22727272727273
EPI503347,EPI407150,3.22727272727273
EPI503312,EPI1868486,4.190839694656488
EPI503312,EPI1868485,4.190839694656488
EPI503312,EPI301762,2.1515151515151523
EPI503312,EPI318272,2.1515151515151523
EPI503312,EPI319241,4.8235294117647065
EPI503312,EPI326342,4.8235294117647065
EPI503312,EPI309763,4.8235294117647065
EPI503312,EPI302233,4.8235294117647065
EPI503312,EPI302327,4.8235294117647065
EPI503312,EPI349106,1.6837209302325604
EPI503312,EPI2420071,1.6837209302325604
EPI503312,EPI349103,1.6837209302325604
EPI503312,EPI1868550,1.6837209302325604
EPI503312,EPI353906,1.6837209302325604
EPI503312,EPI358028,4.926829268292685
EPI503312,EPI391247,4.926829268292684
EPI503312,EPI1868551,4.926829268292684
EPI503312,EPI460558,0.5333333333333368
EPI503312,EPI572205,3.0000000000000018
EPI503312,EPI426061,3.2705882352941185
EPI503312,EPI507043,3.22727272727273
EPI503312,EPI407150,3.22727272727273
EPI564203,EPI301762,1.818181818181819
EPI564203,EPI318272,1.818181818181819
EPI564203,EPI319241,4.8235294117647065
EPI564203,EPI326342,4.8235294117647065
EPI564203,EPI309763,4.8235294117647065
EPI564203,EPI302233,4.8235294117647065
EPI564203,EPI302327,4.8235294117647065
EPI564203,EPI349106,2.472435020519838
EPI564203,EPI2420071,2.472435020519838
EPI564203,EPI349103,2.4724350205198378
EPI564203,EPI1868550,2.472435020519838
EPI564203,EPI353906,2.472435020519838
EPI564203,EPI572205,3.090909090909092
EPI564203,EPI507043,3.560606060606064
EPI564203,EPI407150,3.560606060606064
EPI503282,EPI1868486,4.190839694656488
EPI503282,EPI1868485,4.190839694656488
EPI503282,EPI301762,1.1515151515151523
EPI503282,EPI318272,1.1515151515151523
EPI503282,EPI319241,4.8235294117647065
EPI503282,EPI326342,4.8235294117647065
EPI503282,EPI309763,4.8235294117647065
EPI503282,EPI302233,4.8235294117647065
EPI503282,EPI302327,4.8235294117647065
EPI503282,EPI349106,1.6837209302325604
EPI503282,EPI2420071,1.6837209302325604
EPI503282,EPI349103,1.6837209302325604
EPI503282,EPI1868550,1.6837209302325604
EPI503282,EPI353906,1.6837209302325604
EPI503282,EPI358028,4.926829268292685
EPI503282,EPI391247,4.926829268292684
EPI503282,EPI1868551,4.926829268292684
EPI503282,EPI460558,0.5333333333333368
EPI503282,EPI572205,3.0000000000000018
EPI503282,EPI426061,3.2705882352941185
EPI503282,EPI507043,3.22727272727273
EPI503282,EPI407150,3.22727272727273
